accuracy,bathType,bedType,bedroomType,checkin,cleanliness,communication,guestSatisfaction,isSuperhost,latitude,location,longitude,numBaths,numBeds,numGuests,numHostReviews,numReviews,numRooms,price,rating,responseTimeShown,roomID,roomType,shortDesc,value
10,baths,beds,bedrooms,10,9,10,92,,38.0396,9,-78.4618,2.5,3,4,,7,3,199,4.5,,403373,,,9
10,private bath,bed,bedroom,10,10,10,100,,38.08948,10,-78.44615,1,1,4,,12,1,190,5,,24473783,,,10
10,baths,beds,bedrooms,10,9,10,100,,38.05663,10,-78.43222,2,3,5,,10,3,175,5,,20841964,,,9
10,bath,beds,bedrooms,10,10,10,99,,37.98611,10,-78.54014,1,2,6,,96,2,165,5,,4151622,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.02553,10,-78.51542,1,3,4,,26,2,155,5,,4961336,,,10
10,baths,beds,bedrooms,10,10,10,97,,37.99578,10,-78.50002,2.5,5,6,,83,3,150,5,,12418086,,,10
10,bath,beds,bedrooms,10,9,10,96,,38.02099,10,-78.47609,1,2,4,,31,2,131,5,,20744879,,,9
10,bath,beds,bedroom,9,10,10,99,,38.03147,10,-78.48903,1,4,2,,15,1,129,5,,34540602,,,10
9,bath,beds,bedrooms,10,9,10,94,,38.02859,9,-78.49081,1,2,4,,75,2,115,4.5,,666284,,,9
10,bath,beds,bedroom,10,10,10,100,,38.02844,10,-78.5067,1,2,4,,6,1,110,5,,27572668,,,10
10,bath,bed,bedroom,10,10,10,99,,38.05251,10,-78.49094,1,1,2,,108,1,99,5,,6015460,,,10
10,shared bath,beds,bedroom,10,9,10,91,,38.03023,10,-78.48867,1,2,2,,206,1,81,4.5,,1601402,,,9
10,bath,bed,Studio,10,10,10,98,,38.02977,10,-78.48307,1,1,2,,173,0,70,5,,19806418,,,10
10,shared bath,bed,bedroom,10,10,10,97,,38.0315,10,-78.50179,1,1,3,,380,1,70,5,,7279476,,,10
10,bath,bed,bedroom,10,9,10,95,,38.02205,10,-78.51655,1,1,3,,39,1,60,5,,19912330,,,9
10,private bath,bed,bedroom,10,10,10,99,,38.0225,10,-78.49811,1,1,2,,35,1,50,5,,37199027,,,10
10,baths,beds,bedrooms,10,10,10,100,,38.03121,10,-78.49335,3,3,6,,8,3,999,5,,898058,,,10
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,5.5,6,0,,20,6,999,5,,15581613,,,10
,baths,beds,bedrooms,,,,,,38.05214,,-78.48835,4.5,5,0,,,5,999,,,21204898,,,
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,4,6,2,,6,5,999,5,,29334145,,,9
,private bath,bed,bedroom,,,,,,38.01359,,-78.51404,1,1,2,,,1,50,,,35743682,,,
10,bath,beds,bedroom,10,9,10,99,,38.0701,10,-78.52046,1,2,2,,20,1,40,5,,38255734,,,9
9,shared bath,bed,bedroom,10,9,10,93,,38.07446,10,-78.48309,1,1,1,,11,1,40,4.5,,34603215,,,9
8,shared bath,bed,bedroom,10,9,10,88,,38.08261,10,-78.48821,1,1,1,,8,1,49,4.5,,35645677,,,9
10,shared baths,beds,bedrooms,10,9,10,96,,38.07791,10,-78.51479,1.5,4,6,,68,2,49,5,,35309757,,,9
10,shared bath,bed,bedroom,10,10,10,97,,38.07579,10,-78.48252,1,1,1,,15,1,50,5,,35579325,,,10
10,private bath,beds,Studio,10,10,10,98,,38.01579,10,-78.47666,1,2,4,,22,0,50,5,,36727044,,,10
10,shared bath,bed,bedroom,10,10,10,100,,38.023,10,-78.50565,1,1,1,,4,1,45,5,,39727307,,,10
10,shared bath,bed,bedroom,10,9,10,95,,38.04193,10,-78.49708,1,1,1,,14,1,45,5,,34092555,,,9
10,private bath,bed,bedroom,10,10,10,99,,38.06763,10,-78.49753,1,1,2,,44,1,45,5,,19742625,,,10
10,private bath,bed,bedroom,10,10,10,97,,38.03192,10,-78.4902,1,1,2,,106,1,45,5,,21091524,,,10
10,bath,bed,Studio,10,10,10,98,,38.02458,10,-78.47789,1,1,2,,24,0,45,5,,33094202,,,10
9,private bath,bed,bedroom,9,9,9,86,,38.02491,9,-78.45405,1,1,2,,34,1,45,4.5,,32321199,,,9
10,shared bath,bed,bedroom,10,10,10,99,,38.0202,10,-78.48129,1,1,1,,75,1,49,5,,21043207,,,10
10,shared bath,bed,bedroom,10,10,10,97,,38.04144,10,-78.45884,1,1,2,,101,1,49,5,,30444903,,,10
10,bath,bed,bedroom,10,10,10,98,,38.03563,10,-78.47062,1,1,2,,205,1,45,5,,6106699,,,10
9,private bath,bed,bedroom,10,9,9,96,,38.07031,9,-78.49669,1,1,2,,188,1,45,5,,24250235,,,9
10,shared bath,bed,bedroom,10,10,10,97,,38.02865,10,-78.46232,1,1,2,,66,1,60,5,,3061401,,,10
10,bath,bed,bedroom,10,10,10,99,,38.02347,10,-78.50087,1,1,4,,18,1,50,5,,38573765,,,10
10,shared bath,bed,bedroom,10,10,10,100,,38.023,10,-78.50565,1,1,1,,4,1,50,5,,39727307,,,10
10,bath,beds,bedroom,10,10,10,97,,38.02612,10,-78.47463,1,2,3,,159,1,59,5,,23271179,,,10
10,shared bath,bed,bedroom,10,9,10,95,,38.04193,10,-78.49708,1,1,1,,14,1,59,5,,34092555,,,9
10,private bath,bed,bedroom,10,10,10,97,,38.02307,10,-78.47859,1,1,2,,65,1,53,5,,32683856,,,10
10,bath,beds,bedroom,10,10,10,97,,38.03727,10,-78.47854,1,2,4,,147,1,53,5,,156430,,,10
10,shared baths,bed,bedroom,10,10,10,98,,38.01729,10,-78.49419,1.5,1,2,,144,1,55,5,,10710588,,,10
10,bath,bed,bedroom,10,10,10,97,,38.02068,10,-78.511,1,1,2,,87,1,55,5,,17460536,,,10
10,bath,bed,Studio,10,10,10,98,,38.02458,10,-78.47789,1,1,2,,24,0,52,5,,33094202,,,10
10,bath,beds,bedroom,10,10,10,97,,38.02624,10,-78.47314,1,2,4,,295,1,52,5,,17337587,,,10
10,shared bath,beds,bedroom,10,10,10,98,,38.01636,10,-78.47254,1,2,2,,126,1,59,5,,16970527,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.04603,10,-78.46015,1,1,3,,164,1,59,5,,26303876,,,10
10,shared bath,bed,bedroom,10,10,10,98,,38.01857,10,-78.49555,1,1,2,,194,1,54,5,,11557016,,,10
10,bath,bed,Studio,10,9,10,96,,38.03801,10,-78.50214,1,1,2,,40,0,54,5,,35791399,,,9
10,bath,bed,bedroom,10,10,10,96,,38.04465,10,-78.45598,1,1,2,,504,1,55,5,,6967254,,,10
10,bath,bed,Studio,10,10,10,94,,38.04234,10,-78.46443,1,1,2,,194,0,55,4.5,,27612077,,,10
10,bath,bed,bedroom,10,10,10,97,,38.02068,10,-78.511,1,1,2,,87,1,70,5,,17460536,,,10
10,baths,beds,bedrooms,10,10,10,97,,38.03528,10,-78.48001,1.5,3,6,,47,2,69,5,,37817044,,,10
10,shared bath,bed,bedroom,10,10,10,100,,38.04829,10,-78.46064,1,1,3,,43,1,69,5,,34110658,,,10
10,bath,bed,bedroom,10,10,10,97,,38.04266,10,-78.46288,1,1,2,,68,1,65,5,,33658833,,,10
10,bath,bed,bedroom,10,10,10,99,,38.02347,10,-78.50087,1,1,4,,18,1,65,5,,38573765,,,10
10,bath,beds,bedroom,10,10,10,98,,38.02579,10,-78.47593,1,2,3,,143,1,63,5,,22626013,,,10
10,bath,beds,bedroom,10,10,10,97,,38.02612,10,-78.47463,1,2,3,,159,1,63,5,,23271179,,,10
10,bath,beds,bedroom,10,10,10,98,,38.02533,10,-78.47852,1,2,6,,235,1,63,5,,18689465,,,10
10,bath,bed,bedroom,10,10,10,98,,38.02289,10,-78.47395,1,1,4,,187,1,63,5,,23004014,,,10
10,baths,bed,bedroom,10,10,10,98,,38.03524,10,-78.47976,1.5,1,2,,245,1,68,5,,98084,,,10
10,private bath,bed,bedroom,10,10,10,100,,38.04799,10,-78.49198,1,1,2,,240,1,68,5,,18663946,,,10
10,bath,beds,bedrooms,10,10,10,99,,38.04383,10,-78.46554,1,4,6,,180,2,70,5,,29263972,,,10
10,bath,bed,Studio,10,10,10,97,,38.03036,10,-78.4825,1,1,2,,253,0,70,5,,15267062,,,10
10,bath,bed,bedroom,10,10,10,99,,38.02316,10,-78.4713,1,1,2,,143,1,62,5,,15278354,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.04686,10,-78.50017,1,1,2,,419,1,62,5,,2591146,,,10
10,bath,bed,bedroom,10,10,10,96,,38.02118,10,-78.48529,1,1,2,,198,1,68,5,,29737275,,,10
10,bath,beds,Studio,10,10,10,99,,38.04792,10,-78.48525,1,2,4,,440,0,68,5,,2399994,,,10
10,bath,beds,bedroom,10,10,10,99,,38.01542,10,-78.48487,1,2,3,,69,1,70,5,,16228345,,,10
10,shared bath,bed,bedroom,10,10,10,96,,38.02087,10,-78.49163,1,1,2,,94,1,70,5,,21935426,,,10
10,bath,beds,bedroom,10,10,10,100,,38.05662,10,-78.46266,1,2,4,,132,1,70,5,,23542836,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.03696,10,-78.47613,1,2,6,,7,2,75,5,,40454959,,,10
10,bath,beds,Studio,10,10,10,98,,38.02143,10,-78.45734,1,2,3,,117,0,75,5,,19659797,,,10
10,bath,beds,bedroom,10,10,10,99,,38.02553,10,-78.48166,1,2,4,,194,1,70,5,,17210204,,,10
10,bath,bed,Studio,10,10,10,97,,38.03042,10,-78.4652,1,1,5,,131,0,70,5,,24259394,,,10
10,bath,beds,bedroom,10,10,10,97,,38.02395,10,-78.47805,1,2,4,,105,1,80,5,,29452766,,,10
10,shared bath,bed,bedroom,10,10,10,97,,38.03426,10,-78.46745,1,1,2,,348,1,80,5,,362632,,,10
10,bath,beds,bedroom,10,10,10,98,,38.02533,10,-78.47852,1,2,6,,235,1,75,5,,18689465,,,10
10,baths,beds,bedrooms,10,9,10,95,,38.02233,10,-78.51341,2,2,4,,84,2,75,5,,25909277,,,9
10,bath,bed,bedroom,10,10,10,98,,38.02289,10,-78.47395,1,1,4,,187,1,80,5,,23004014,,,10
10,bath,beds,bedrooms,10,9,10,96,,38.0198,9,-78.46376,1,3,6,,602,3,80,5,,1560850,,,9
10,bath,bed,bedroom,10,10,10,96,,38.02607,10,-78.47695,1,1,2,,218,1,70,5,,13680171,,,10
10,bath,bed,Studio,10,10,10,99,,38.04871,10,-78.49282,1,1,2,,404,0,70,5,,4693831,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.04686,10,-78.50017,1,1,2,,419,1,75,5,,2591146,,,10
10,bath,bed,bedroom,10,10,10,99,,38.06349,10,-78.47648,1,1,4,,350,1,75,5,,7815840,,,10
10,bath,beds,bedroom,10,10,10,100,,38.02269,10,-78.48604,1,2,4,,75,1,81,5,,20193549,,,10
10,baths,beds,bedroom,10,10,10,98,,38.03137,10,-78.48244,1.5,2,4,,96,1,84,5,,24630250,,,10
10,bath,bed,bedroom,10,10,10,98,,38.02439,10,-78.47304,1,1,2,,212,1,84,5,,8569777,,,10
10,bath,bed,Studio,10,10,10,100,,38.04355,10,-78.45915,1,1,2,,42,0,80,5,,33165198,,,10
9,bath,bed,bedroom,10,8,9,91,,38.08238,10,-78.49613,1,1,2,,223,1,80,4.5,,13393248,,,8
10,bath,bed,bedroom,10,10,10,100,,38.02936,10,-78.50848,1,1,2,,7,1,89,5,,25252803,,,10
10,bath,bed,Studio,10,10,10,99,,38.04973,10,-78.4875,1,1,2,,82,0,89,5,,19857767,,,10
10,bath,beds,bedrooms,10,9,10,96,,38.01862,10,-78.48489,1,2,4,,138,2,90,5,,20640006,,,9
10,bath,beds,bedrooms,10,10,10,99,,38.02387,10,-78.47625,1,3,6,,124,3,90,5,,17971569,,,10
10,bath,bed,bedroom,10,9,10,96,,38.03169,10,-78.47965,1,1,4,,10,1,80,5,,39694122,,,9
10,bath,beds,bedroom,10,10,10,99,,38.02553,10,-78.48166,1,2,4,,194,1,80,5,,17210204,,,10
10,bath,beds,bedroom,10,10,10,100,,38.03387,10,-78.49075,1,2,4,,161,1,82,5,,18689593,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,1,3,4,,185,2,82,5,,13743664,,,10
10,bath,beds,bedrooms,10,9,10,96,,38.0198,9,-78.46376,1,3,6,,602,3,90,5,,1560850,,,9
10,bath,beds,bedrooms,10,10,10,97,,38.02333,10,-78.50342,1,3,4,,157,2,90,5,,22097621,,,10
10,bath,beds,bedroom,10,10,10,96,,38.03517,10,-78.49378,1,3,6,,439,1,80,5,,8300730,,,10
10,bath,bed,Studio,10,10,10,99,,38.04871,10,-78.49282,1,1,2,,404,0,80,5,,4693831,,,10
10,bath,bed,Studio,10,10,10,94,,38.04242,10,-78.48728,1,1,2,,178,0,99,4.5,,6467552,,,10
10,bath,bed,Studio,10,10,10,97,,38.02072,10,-78.47595,1,1,2,,139,0,99,5,,10983225,,,10
10,bath,beds,bedroom,10,10,10,96,,38.0192,10,-78.49408,1,2,3,,119,1,99,5,,16585621,,,10
10,baths,beds,bedrooms,10,10,10,98,,38.02546,10,-78.47617,1.5,2,4,,54,2,96,5,,28520523,,,10
10,baths,beds,bedrooms,10,10,10,100,,38.03096,10,-78.49203,2,2,6,,4,2,96,5,,40455511,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.02874,10,-78.46536,1,2,4,,4,2,99,5,,40121564,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.02045,10,-78.48486,1,3,6,,23,3,99,5,,36960823,,,10
9,bath,bed,bedroom,10,8,9,91,,38.08238,10,-78.49613,1,1,2,,223,1,99,4.5,,13393248,,,8
10,bath,bed,bedroom,10,10,10,98,,38.03915,10,-78.46158,1,1,4,,217,1,99,5,,6674438,,,10
10,bath,beds,Studio,10,10,10,98,,38.02954,10,-78.4833,1,2,3,,214,0,99,5,,17284213,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.03026,10,-78.46636,1,2,6,,146,2,99,5,,23698746,,,10
10,bath,beds,bedroom,10,10,10,99,,38.02219,10,-78.49009,1,2,4,,262,1,90,5,,9212680,,,10
10,bath,beds,bedroom,10,10,10,100,,38.01745,10,-78.50099,1,2,3,,219,1,90,5,,18601797,,,10
10,bath,bed,Studio,10,10,10,99,,38.03033,10,-78.48274,1,1,2,,201,0,90,5,,16788993,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,1,3,4,,185,2,90,5,,13743664,,,10
10,bath,beds,bedroom,10,10,10,96,,38.03517,10,-78.49378,1,3,6,,439,1,95,5,,8300730,,,10
10,bath,beds,Studio,10,10,10,95,,38.03633,10,-78.49413,1,0,3,,461,0,95,5,,10225093,,,10
9,bath,beds,bedrooms,10,9,10,85,,38.02444,9,-78.47941,1,0,4,,42,2,110,4.5,,6431316,,,9
9,bath,beds,bedrooms,10,9,10,94,,38.02859,9,-78.49081,1,2,4,,75,2,102,4.5,,666284,,,9
10,bath,beds,bedrooms,10,10,10,99,,38.0497,10,-78.4929,1,2,4,,19,2,102,5,,33431471,,,10
10,bath,bed,bedroom,10,10,10,99,,38.01811,10,-78.51687,1,1,2,,130,1,101,5,,3730726,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.02403,10,-78.51365,2.5,3,6,,29,3,101,5,,29965636,,,10
10,bath,bed,Studio,10,10,10,98,,38.03619,10,-78.46024,1,1,4,,8,0,100,5,,37213769,,,10
10,bath,bed,Studio,10,10,10,94,,38.04242,10,-78.48728,1,1,2,,178,0,100,4.5,,6467552,,,10
10,bath,beds,bedroom,10,10,10,99,,38.03583,10,-78.46978,1,3,5,,111,1,110,5,,15757452,,,10
10,bath,bed,bedroom,10,9,10,94,,38.04465,10,-78.45557,1,1,3,,63,1,110,4.5,,6922178,,,9
10,bath,beds,bedroom,10,10,10,98,,38.0487,10,-78.46341,1,2,3,,61,1,100,5,,22794509,,,10
10,baths,beds,bedrooms,10,10,10,98,,38.02536,10,-78.4813,2,2,4,,185,2,100,5,,9704469,,,10
10,bath,bed,bedroom,10,10,10,100,,38.0608,10,-78.48007,1,1,4,,16,1,109,5,,20016322,,,10
10,baths,beds,bedrooms,10,10,10,96,,38.02852,10,-78.50556,2,3,4,,134,3,109,5,,15480263,,,10
10,bath,bed,bedroom,10,10,10,100,,38.02568,10,-78.4803,1,1,3,,48,1,100,5,,23713804,,,10
10,bath,beds,bedrooms,10,10,10,99,,38.01898,10,-78.47097,1,2,4,,76,2,100,5,,27576154,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.02045,10,-78.48486,1,3,6,,23,3,100,5,,36960823,,,10
10,bath,bed,bedroom,10,10,10,99,,38.05251,10,-78.49094,1,1,2,,108,1,100,5,,6015460,,,10
10,shared bath,bed,bedroom,10,10,10,100,,38.03163,10,-78.50659,1,1,2,,3,1,115,5,,24079724,,,10
10,bath,beds,bedrooms,10,9,10,96,,38.01861,10,-78.47361,1,3,4,,35,2,115,5,,25378048,,,9
10,bath,beds,bedroom,10,10,10,99,,38.03583,10,-78.46978,1,3,5,,111,1,115,5,,15757452,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02475,10,-78.46503,1,2,4,,52,2,120,5,,25031828,,,10
10,bath,bed,bedroom,10,10,10,96,,38.02408,10,-78.4769,1,1,2,,31,1,120,5,,16283532,,,10
10,bath,bed,bedroom,10,9,10,94,,38.04465,10,-78.45557,1,1,3,,63,1,113,4.5,,6922178,,,9
