accuracy,bathType,bedType,bedroomType,checkin,cleanliness,communication,guestSatisfaction,isSuperhost,latitude,location,longitude,numBaths,numBeds,numGuests,numHostReviews,numReviews,numRooms,price,rating,responseTimeShown,roomID,roomType,shortDesc,value,url,site,details,rating_word,row_number,content
10,bath,bed,bedroom,10,10,10,100,NA,38.02568,10,-78.4803,1,1,3,NA,48,1,100,5,NA,23713804,NA,NA,10,https://www.airbnb.com/rooms/23713804,AirBnB,NA,NA,90,"<a href='https://www.airbnb.com/rooms/23713804'>AirBnB</a>
<br>
90"
10,private bath,beds,bedroom,10,10,10,99,NA,38.02593,10,-78.45441,1,2,3,NA,147,1,64.33333333333333,5,NA,23918430,NA,NA,10,https://www.airbnb.com/rooms/23918430,AirBnB,NA,NA,91,"<a href='https://www.airbnb.com/rooms/23918430'>AirBnB</a>
<br>
91"
10,bath,beds,Studio,10,10,10,99,NA,38.04792,10,-78.48525,1,2,4,NA,440,0,68,5,NA,2399994,NA,NA,10,https://www.airbnb.com/rooms/2399994,AirBnB,NA,NA,92,"<a href='https://www.airbnb.com/rooms/2399994'>AirBnB</a>
<br>
92"
10,shared bath,bed,bedroom,10,10,10,100,NA,38.03163,10,-78.50659,1,1,2,NA,3,1,115,5,NA,24079724,NA,NA,10,https://www.airbnb.com/rooms/24079724,AirBnB,NA,NA,93,"<a href='https://www.airbnb.com/rooms/24079724'>AirBnB</a>
<br>
93"
9,private bath,bed,bedroom,10,9,9,96,NA,38.07031,9,-78.49669,1,1,2,NA,188,1,47.22222222222222,5,NA,24250235,NA,NA,9,https://www.airbnb.com/rooms/24250235,AirBnB,NA,NA,94,"<a href='https://www.airbnb.com/rooms/24250235'>AirBnB</a>
<br>
94"
10,bath,bed,Studio,10,10,10,97,NA,38.03042,10,-78.4652,1,1,5,NA,131,0,70,5,NA,24259394,NA,NA,10,https://www.airbnb.com/rooms/24259394,AirBnB,NA,NA,95,"<a href='https://www.airbnb.com/rooms/24259394'>AirBnB</a>
<br>
95"
10,baths,beds,bedrooms,10,10,10,100,NA,38.04527,10,-78.53195,2,3,4,NA,8,2,199,5,NA,24391450,NA,NA,10,https://www.airbnb.com/rooms/24391450,AirBnB,NA,NA,96,"<a href='https://www.airbnb.com/rooms/24391450'>AirBnB</a>
<br>
96"
10,private bath,bed,bedroom,10,10,10,100,NA,38.08948,10,-78.44615,1,1,4,NA,12,1,190,5,NA,24473783,NA,NA,10,https://www.airbnb.com/rooms/24473783,AirBnB,NA,NA,97,"<a href='https://www.airbnb.com/rooms/24473783'>AirBnB</a>
<br>
97"
9,bath,beds,bedrooms,10,10,10,96,NA,38.02641,9,-78.50161,1,2,4,NA,5,2,174,5,NA,24516458,NA,NA,10,https://www.airbnb.com/rooms/24516458,AirBnB,NA,NA,98,"<a href='https://www.airbnb.com/rooms/24516458'>AirBnB</a>
<br>
98"
10,baths,beds,bedroom,10,10,10,98,NA,38.03137,10,-78.48244,1.5,2,4,NA,96,1,84,5,NA,24630250,NA,NA,10,https://www.airbnb.com/rooms/24630250,AirBnB,NA,NA,99,"<a href='https://www.airbnb.com/rooms/24630250'>AirBnB</a>
<br>
99"
10,bath,beds,bedrooms,10,10,10,98,NA,38.02475,10,-78.46503,1,2,4,NA,52,2,120,5,NA,25031828,NA,NA,10,https://www.airbnb.com/rooms/25031828,AirBnB,NA,NA,100,"<a href='https://www.airbnb.com/rooms/25031828'>AirBnB</a>
<br>
100"
10,baths,beds,bedrooms,10,10,10,99,NA,38.02857,10,-78.49878,2,5,6,NA,78,2,155,5,NA,25110259,NA,NA,10,https://www.airbnb.com/rooms/25110259,AirBnB,NA,NA,101,"<a href='https://www.airbnb.com/rooms/25110259'>AirBnB</a>
<br>
101"
10,bath,bed,bedroom,10,10,10,100,NA,38.02936,10,-78.50848,1,1,2,NA,7,1,89,5,NA,25252803,NA,NA,10,https://www.airbnb.com/rooms/25252803,AirBnB,NA,NA,102,"<a href='https://www.airbnb.com/rooms/25252803'>AirBnB</a>
<br>
102"
10,bath,beds,bedrooms,10,9,10,96,NA,38.01861,10,-78.47361,1,3,4,NA,35,2,117.5,5,NA,25378048,NA,NA,9,https://www.airbnb.com/rooms/25378048,AirBnB,NA,NA,103,"<a href='https://www.airbnb.com/rooms/25378048'>AirBnB</a>
<br>
103"
10,bath,beds,bedrooms,10,10,10,98,NA,38.02338,10,-78.47857,1,4,6,NA,25,3,178,5,NA,25517351,NA,NA,10,https://www.airbnb.com/rooms/25517351,AirBnB,NA,NA,104,"<a href='https://www.airbnb.com/rooms/25517351'>AirBnB</a>
<br>
104"
10,bath,beds,bedrooms,10,10,10,100,NA,38.02507,10,-78.47569,1,3,6,NA,18,2,188,5,NA,25802228,NA,NA,10,https://www.airbnb.com/rooms/25802228,AirBnB,NA,NA,105,"<a href='https://www.airbnb.com/rooms/25802228'>AirBnB</a>
<br>
105"
10,baths,beds,bedrooms,10,9,10,95,NA,38.02233,10,-78.51341,2,2,4,NA,84,2,75,5,NA,25909277,NA,NA,9,https://www.airbnb.com/rooms/25909277,AirBnB,NA,NA,106,"<a href='https://www.airbnb.com/rooms/25909277'>AirBnB</a>
<br>
106"
10,private bath,bed,bedroom,10,10,10,99,NA,38.04686,10,-78.50017,1,1,2,NA,419,1,65.25,5,NA,2591146,NA,NA,10,https://www.airbnb.com/rooms/2591146,AirBnB,NA,NA,107,"<a href='https://www.airbnb.com/rooms/2591146'>AirBnB</a>
<br>
107"
10,private bath,bed,bedroom,10,10,10,99,NA,38.04603,10,-78.46015,1,1,3,NA,164,1,56.8235294117647,5,NA,26303876,NA,NA,10,https://www.airbnb.com/rooms/26303876,AirBnB,NA,NA,108,"<a href='https://www.airbnb.com/rooms/26303876'>AirBnB</a>
<br>
108"
10,bath,beds,bedrooms,10,10,10,97,NA,38.04733,10,-78.48835,1,3,5,NA,7,3,162,5,NA,26712751,NA,NA,10,https://www.airbnb.com/rooms/26712751,AirBnB,NA,NA,109,"<a href='https://www.airbnb.com/rooms/26712751'>AirBnB</a>
<br>
109"
10,baths,beds,bedrooms,10,10,10,98,NA,38.04723,10,-78.51892,2.5,4,6,NA,39,3,191,5,NA,26839946,NA,NA,10,https://www.airbnb.com/rooms/26839946,AirBnB,NA,NA,110,"<a href='https://www.airbnb.com/rooms/26839946'>AirBnB</a>
<br>
110"
10,baths,beds,bedrooms,10,10,10,94,NA,38.03841,10,-78.47812,2,4,8,NA,20,3,160,4.5,NA,27423197,NA,NA,10,https://www.airbnb.com/rooms/27423197,AirBnB,NA,NA,111,"<a href='https://www.airbnb.com/rooms/27423197'>AirBnB</a>
<br>
111"
10,bath,beds,bedroom,10,10,10,100,NA,38.02844,10,-78.5067,1,2,4,NA,6,1,110,5,NA,27572668,NA,NA,10,https://www.airbnb.com/rooms/27572668,AirBnB,NA,NA,112,"<a href='https://www.airbnb.com/rooms/27572668'>AirBnB</a>
<br>
112"
10,bath,beds,bedrooms,10,10,10,99,NA,38.01898,10,-78.47097,1,2,4,NA,76,2,100,5,NA,27576154,NA,NA,10,https://www.airbnb.com/rooms/27576154,AirBnB,NA,NA,113,"<a href='https://www.airbnb.com/rooms/27576154'>AirBnB</a>
<br>
113"
10,bath,bed,Studio,10,10,10,94,NA,38.04234,10,-78.46443,1,1,2,NA,194,0,55,4.5,NA,27612077,NA,NA,10,https://www.airbnb.com/rooms/27612077,AirBnB,NA,NA,114,"<a href='https://www.airbnb.com/rooms/27612077'>AirBnB</a>
<br>
114"
10,baths,beds,bedrooms,10,10,10,99,NA,38.02566,10,-78.47408,2.5,2,6,NA,14,2,199,5,NA,27666996,NA,NA,10,https://www.airbnb.com/rooms/27666996,AirBnB,NA,NA,115,"<a href='https://www.airbnb.com/rooms/27666996'>AirBnB</a>
<br>
115"
10,bath,beds,bedrooms,10,10,10,98,NA,38.02081,10,-78.47157,1,2,4,NA,73,2,169,5,NA,27719797,NA,NA,10,https://www.airbnb.com/rooms/27719797,AirBnB,NA,NA,116,"<a href='https://www.airbnb.com/rooms/27719797'>AirBnB</a>
<br>
116"
10,bath,bed,bedroom,10,10,10,98,NA,38.04503,10,-78.45882,1,1,2,NA,173,1,124.5,5,NA,27812556,NA,NA,10,https://www.airbnb.com/rooms/27812556,AirBnB,NA,NA,117,"<a href='https://www.airbnb.com/rooms/27812556'>AirBnB</a>
<br>
117"
10,baths,beds,bedrooms,10,10,10,99,NA,38.03688,10,-78.46331,2.5,5,8,NA,35,4,180,5,NA,27980598,NA,NA,10,https://www.airbnb.com/rooms/27980598,AirBnB,NA,NA,118,"<a href='https://www.airbnb.com/rooms/27980598'>AirBnB</a>
<br>
118"
10,baths,beds,bedrooms,10,10,10,98,NA,38.02546,10,-78.47617,1.5,2,4,NA,54,2,96,5,NA,28520523,NA,NA,10,https://www.airbnb.com/rooms/28520523,AirBnB,NA,NA,119,"<a href='https://www.airbnb.com/rooms/28520523'>AirBnB</a>
<br>
119"
10,baths,beds,bedrooms,10,9,10,97,NA,38.04592,10,-78.49918,3,5,9,NA,83,5,140,5,NA,28856729,NA,NA,9,https://www.airbnb.com/rooms/28856729,AirBnB,NA,NA,120,"<a href='https://www.airbnb.com/rooms/28856729'>AirBnB</a>
<br>
120"
10,bath,beds,bedrooms,10,10,10,99,NA,38.04383,10,-78.46554,1,4,6,NA,180,2,65.66666666666667,5,NA,29263972,NA,NA,10,https://www.airbnb.com/rooms/29263972,AirBnB,NA,NA,121,"<a href='https://www.airbnb.com/rooms/29263972'>AirBnB</a>
<br>
121"
9,baths,beds,bedrooms,10,9,10,100,NA,38.04366,10,-78.4989,4,6,2,NA,6,5,999,5,NA,29334145,NA,NA,9,https://www.airbnb.com/rooms/29334145,AirBnB,NA,NA,122,"<a href='https://www.airbnb.com/rooms/29334145'>AirBnB</a>
<br>
122"
10,shared baths,bed,bedrooms,10,10,10,99,NA,38.03725,10,-78.44467,2,1,2,NA,40,2,200,5,NA,29436111,NA,NA,10,https://www.airbnb.com/rooms/29436111,AirBnB,NA,NA,123,"<a href='https://www.airbnb.com/rooms/29436111'>AirBnB</a>
<br>
123"
10,bath,beds,bedroom,10,10,10,97,NA,38.02395,10,-78.47805,1,2,4,NA,105,1,80,5,NA,29452766,NA,NA,10,https://www.airbnb.com/rooms/29452766,AirBnB,NA,NA,124,"<a href='https://www.airbnb.com/rooms/29452766'>AirBnB</a>
<br>
124"
NA,bath,bed,Studio,NA,NA,NA,NA,NA,38.04504,NA,-78.49806,1,1,2,NA,NA,0,195,NA,NA,29482101,NA,NA,NA,https://www.airbnb.com/rooms/29482101,AirBnB,NA,NA,125,"<a href='https://www.airbnb.com/rooms/29482101'>AirBnB</a>
<br>
125"
10,bath,bed,bedroom,10,10,10,96,NA,38.02118,10,-78.48529,1,1,2,NA,198,1,68,5,NA,29737275,NA,NA,10,https://www.airbnb.com/rooms/29737275,AirBnB,NA,NA,126,"<a href='https://www.airbnb.com/rooms/29737275'>AirBnB</a>
<br>
126"
10,baths,beds,bedrooms,10,10,10,99,NA,38.02403,10,-78.51365,2.5,3,6,NA,29,3,101,5,NA,29965636,NA,NA,10,https://www.airbnb.com/rooms/29965636,AirBnB,NA,NA,127,"<a href='https://www.airbnb.com/rooms/29965636'>AirBnB</a>
<br>
127"
10,baths,beds,bedrooms,10,10,10,100,NA,38.00852,10,-78.52226,1.5,2,4,NA,5,2,162,5,NA,30153951,NA,NA,10,https://www.airbnb.com/rooms/30153951,AirBnB,NA,NA,128,"<a href='https://www.airbnb.com/rooms/30153951'>AirBnB</a>
<br>
128"
10,shared bath,bed,bedroom,10,10,10,97,NA,38.04144,10,-78.45884,1,1,2,NA,101,1,46.77777777777778,5,NA,30444903,NA,NA,10,https://www.airbnb.com/rooms/30444903,AirBnB,NA,NA,129,"<a href='https://www.airbnb.com/rooms/30444903'>AirBnB</a>
<br>
129"
10,shared bath,bed,bedroom,10,10,10,98,NA,38.03989,10,-78.46066,1,1,2,NA,73,1,50,5,NA,30445193,NA,NA,10,https://www.airbnb.com/rooms/30445193,AirBnB,NA,NA,130,"<a href='https://www.airbnb.com/rooms/30445193'>AirBnB</a>
<br>
130"
10,shared bath,bed,bedroom,10,10,10,98,NA,38.04005,10,-78.46059,1,1,2,NA,83,1,44.142857142857146,5,NA,30448133,NA,NA,10,https://www.airbnb.com/rooms/30448133,AirBnB,NA,NA,131,"<a href='https://www.airbnb.com/rooms/30448133'>AirBnB</a>
<br>
131"
10,bath,beds,bedrooms,10,10,10,99,NA,38.02346,10,-78.50947,1,2,4,NA,36,2,125,5,NA,30568760,NA,NA,10,https://www.airbnb.com/rooms/30568760,AirBnB,NA,NA,132,"<a href='https://www.airbnb.com/rooms/30568760'>AirBnB</a>
<br>
132"
10,shared bath,bed,bedroom,10,10,10,97,NA,38.02865,10,-78.46232,1,1,2,NA,66,1,55.35294117647059,5,NA,3061401,NA,NA,10,https://www.airbnb.com/rooms/3061401,AirBnB,NA,NA,133,"<a href='https://www.airbnb.com/rooms/3061401'>AirBnB</a>
<br>
133"
10,bath,beds,bedrooms,10,10,10,99,NA,38.03447,10,-78.48925,1,3,6,NA,63,2,154,5,NA,31017496,NA,NA,10,https://www.airbnb.com/rooms/31017496,AirBnB,NA,NA,134,"<a href='https://www.airbnb.com/rooms/31017496'>AirBnB</a>
<br>
134"
10,baths,beds,bedrooms,10,8,10,92,NA,38.03255,10,-78.48318,2,2,4,NA,6,2,162,4.5,NA,31164550,NA,NA,8,https://www.airbnb.com/rooms/31164550,AirBnB,NA,NA,135,"<a href='https://www.airbnb.com/rooms/31164550'>AirBnB</a>
<br>
135"
10,bath,bed,Studio,10,10,10,100,NA,38.01644,10,-78.51084,1,1,2,NA,48,0,125,5,NA,31961919,NA,NA,10,https://www.airbnb.com/rooms/31961919,AirBnB,NA,NA,136,"<a href='https://www.airbnb.com/rooms/31961919'>AirBnB</a>
<br>
136"
10,private bath,bed,bedroom,10,10,10,100,NA,38.03568,10,-78.49199,1,1,2,NA,4,1,155,5,NA,32158190,NA,NA,10,https://www.airbnb.com/rooms/32158190,AirBnB,NA,NA,137,"<a href='https://www.airbnb.com/rooms/32158190'>AirBnB</a>
<br>
137"
9,private bath,bed,bedroom,9,9,9,86,NA,38.02491,9,-78.45405,1,1,2,NA,34,1,48.22222222222222,4.5,NA,32321199,NA,NA,9,https://www.airbnb.com/rooms/32321199,AirBnB,NA,NA,138,"<a href='https://www.airbnb.com/rooms/32321199'>AirBnB</a>
<br>
138"
NA,bath,beds,bedroom,NA,NA,NA,NA,NA,38.0802,NA,-78.45694,1,2,4,NA,NA,1,175,NA,NA,32329773,NA,NA,NA,https://www.airbnb.com/rooms/32329773,AirBnB,NA,NA,139,"<a href='https://www.airbnb.com/rooms/32329773'>AirBnB</a>
<br>
139"
10,baths,beds,bedrooms,10,10,10,99,NA,38.02576,10,-78.51693,3,4,8,NA,37,4,152,5,NA,32523220,NA,NA,10,https://www.airbnb.com/rooms/32523220,AirBnB,NA,NA,140,"<a href='https://www.airbnb.com/rooms/32523220'>AirBnB</a>
<br>
140"
NA,bath,bed,bedroom,NA,NA,NA,NA,NA,38.10486,NA,-78.56577,1,1,3,NA,NA,1,190,NA,NA,32545251,NA,NA,NA,https://www.airbnb.com/rooms/32545251,AirBnB,NA,NA,141,"<a href='https://www.airbnb.com/rooms/32545251'>AirBnB</a>
<br>
141"
NA,bath,bed,bedroom,NA,NA,NA,NA,NA,38.10457,NA,-78.5656,1,1,2,NA,NA,1,175,NA,NA,32545260,NA,NA,NA,https://www.airbnb.com/rooms/32545260,AirBnB,NA,NA,142,"<a href='https://www.airbnb.com/rooms/32545260'>AirBnB</a>
<br>
142"
NA,bath,bed,bedroom,NA,NA,NA,NA,NA,38.10261,NA,-78.56566,1,1,3,NA,NA,1,189,NA,NA,32545438,NA,NA,NA,https://www.airbnb.com/rooms/32545438,AirBnB,NA,NA,143,"<a href='https://www.airbnb.com/rooms/32545438'>AirBnB</a>
<br>
143"
NA,bath,beds,bedroom,NA,NA,NA,NA,NA,38.10258,NA,-78.56485,1,2,2,NA,NA,1,189,NA,NA,32545442,NA,NA,NA,https://www.airbnb.com/rooms/32545442,AirBnB,NA,NA,144,"<a href='https://www.airbnb.com/rooms/32545442'>AirBnB</a>
<br>
144"
10,private bath,bed,bedroom,10,10,10,97,NA,38.02307,10,-78.47859,1,1,2,NA,65,1,52.11764705882353,5,NA,32683856,NA,NA,10,https://www.airbnb.com/rooms/32683856,AirBnB,NA,NA,145,"<a href='https://www.airbnb.com/rooms/32683856'>AirBnB</a>
<br>
145"
10,bath,bed,Studio,10,10,10,98,NA,38.02458,10,-78.47789,1,1,2,NA,24,0,50.628571428571426,5,NA,33094202,NA,NA,10,https://www.airbnb.com/rooms/33094202,AirBnB,NA,NA,146,"<a href='https://www.airbnb.com/rooms/33094202'>AirBnB</a>
<br>
146"
10,bath,bed,Studio,10,10,10,100,NA,38.04355,10,-78.45915,1,1,2,NA,42,0,80,5,NA,33165198,NA,NA,10,https://www.airbnb.com/rooms/33165198,AirBnB,NA,NA,147,"<a href='https://www.airbnb.com/rooms/33165198'>AirBnB</a>
<br>
147"
10,bath,beds,bedrooms,10,10,10,99,NA,38.0497,10,-78.4929,1,2,4,NA,19,2,102,5,NA,33431471,NA,NA,10,https://www.airbnb.com/rooms/33431471,AirBnB,NA,NA,148,"<a href='https://www.airbnb.com/rooms/33431471'>AirBnB</a>
<br>
148"
10,bath,bed,bedroom,10,10,10,97,NA,38.04266,10,-78.46288,1,1,2,NA,68,1,67.66666666666667,5,NA,33658833,NA,NA,10,https://www.airbnb.com/rooms/33658833,AirBnB,NA,NA,149,"<a href='https://www.airbnb.com/rooms/33658833'>AirBnB</a>
<br>
149"
10,shared bath,bed,bedroom,10,9,10,95,NA,38.04193,10,-78.49708,1,1,1,NA,14,1,51.37931034482759,5,NA,34092555,NA,NA,9,https://www.airbnb.com/rooms/34092555,AirBnB,NA,NA,150,"<a href='https://www.airbnb.com/rooms/34092555'>AirBnB</a>
<br>
150"
10,shared bath,bed,bedroom,10,10,10,100,NA,38.04829,10,-78.46064,1,1,3,NA,43,1,67.33333333333333,5,NA,34110658,NA,NA,10,https://www.airbnb.com/rooms/34110658,AirBnB,NA,NA,151,"<a href='https://www.airbnb.com/rooms/34110658'>AirBnB</a>
<br>
151"
10,baths,beds,bedrooms,10,10,10,99,NA,38.01783,10,-78.49542,2.5,2,4,NA,14,2,185,5,NA,34466238,NA,NA,10,https://www.airbnb.com/rooms/34466238,AirBnB,NA,NA,152,"<a href='https://www.airbnb.com/rooms/34466238'>AirBnB</a>
<br>
152"
10,bath,beds,bedroom,9,10,10,99,NA,38.03147,10,-78.48903,1,4,2,NA,15,1,129,5,NA,34540602,NA,NA,10,https://www.airbnb.com/rooms/34540602,AirBnB,NA,NA,153,"<a href='https://www.airbnb.com/rooms/34540602'>AirBnB</a>
<br>
153"
9,shared bath,bed,bedroom,10,9,10,93,NA,38.07446,10,-78.48309,1,1,1,NA,11,1,47.77777777777778,4.5,NA,34603215,NA,NA,9,https://www.airbnb.com/rooms/34603215,AirBnB,NA,NA,154,"<a href='https://www.airbnb.com/rooms/34603215'>AirBnB</a>
<br>
154"
10,private bath,bed,bedroom,10,10,10,99,NA,38.04362,10,-78.48674,1,1,2,NA,24,1,125,5,NA,34742185,NA,NA,10,https://www.airbnb.com/rooms/34742185,AirBnB,NA,NA,155,"<a href='https://www.airbnb.com/rooms/34742185'>AirBnB</a>
<br>
155"
10,bath,beds,bedroom,10,10,10,99,NA,38.03211,10,-78.48876,1,2,4,NA,27,1,120,5,NA,35287055,NA,NA,10,https://www.airbnb.com/rooms/35287055,AirBnB,NA,NA,156,"<a href='https://www.airbnb.com/rooms/35287055'>AirBnB</a>
<br>
156"
10,shared baths,beds,bedrooms,10,9,10,96,NA,38.07791,10,-78.51479,1.5,4,6,NA,68,2,43.666666666666664,5,NA,35309757,NA,NA,9,https://www.airbnb.com/rooms/35309757,AirBnB,NA,NA,157,"<a href='https://www.airbnb.com/rooms/35309757'>AirBnB</a>
<br>
157"
10,bath,beds,bedroom,10,10,10,96,NA,38.02452,10,-78.47532,1,0,2,NA,11,1,137,5,NA,35548485,NA,NA,10,https://www.airbnb.com/rooms/35548485,AirBnB,NA,NA,158,"<a href='https://www.airbnb.com/rooms/35548485'>AirBnB</a>
<br>
158"
10,shared bath,bed,bedroom,10,10,10,97,NA,38.07579,10,-78.48252,1,1,1,NA,15,1,47.5,5,NA,35579325,NA,NA,10,https://www.airbnb.com/rooms/35579325,AirBnB,NA,NA,159,"<a href='https://www.airbnb.com/rooms/35579325'>AirBnB</a>
<br>
159"
10,bath,bed,bedroom,10,10,10,98,NA,38.02254,10,-78.47511,1,1,2,NA,12,1,139,5,NA,35612445,NA,NA,10,https://www.airbnb.com/rooms/35612445,AirBnB,NA,NA,160,"<a href='https://www.airbnb.com/rooms/35612445'>AirBnB</a>
<br>
160"
10,bath,bed,bedroom,10,10,10,97,NA,38.02442,10,-78.47482,1,1,2,NA,19,1,139,5,NA,35612463,NA,NA,10,https://www.airbnb.com/rooms/35612463,AirBnB,NA,NA,161,"<a href='https://www.airbnb.com/rooms/35612463'>AirBnB</a>
<br>
161"
10,baths,beds,bedrooms,9,10,9,96,NA,38.02262,10,-78.47407,2,2,4,NA,15,2,180,5,NA,35614125,NA,NA,10,https://www.airbnb.com/rooms/35614125,AirBnB,NA,NA,162,"<a href='https://www.airbnb.com/rooms/35614125'>AirBnB</a>
<br>
162"
10,bath,bed,bedroom,9,10,10,95,NA,38.02438,10,-78.47368,1,1,2,NA,4,1,169,5,NA,35614582,NA,NA,10,https://www.airbnb.com/rooms/35614582,AirBnB,NA,NA,163,"<a href='https://www.airbnb.com/rooms/35614582'>AirBnB</a>
<br>
163"
10,bath,bed,bedroom,10,10,10,98,NA,38.02332,10,-78.47618,1,1,2,NA,24,1,120,5,NA,35616538,NA,NA,10,https://www.airbnb.com/rooms/35616538,AirBnB,NA,NA,164,"<a href='https://www.airbnb.com/rooms/35616538'>AirBnB</a>
<br>
164"
10,bath,bed,bedroom,10,10,10,100,NA,38.02448,10,-78.47468,1,1,2,NA,8,1,120,5,NA,35616690,NA,NA,10,https://www.airbnb.com/rooms/35616690,AirBnB,NA,NA,165,"<a href='https://www.airbnb.com/rooms/35616690'>AirBnB</a>
<br>
165"
10,bath,bed,bedroom,10,10,10,93,NA,38.02448,10,-78.4749,1,1,2,NA,30,1,120,4.5,NA,35616987,NA,NA,10,https://www.airbnb.com/rooms/35616987,AirBnB,NA,NA,166,"<a href='https://www.airbnb.com/rooms/35616987'>AirBnB</a>
<br>
166"
8,shared bath,bed,bedroom,10,9,10,88,NA,38.08261,10,-78.48821,1,1,1,NA,8,1,46.888888888888886,4.5,NA,35645677,NA,NA,9,https://www.airbnb.com/rooms/35645677,AirBnB,NA,NA,167,"<a href='https://www.airbnb.com/rooms/35645677'>AirBnB</a>
<br>
167"
NA,private bath,bed,bedroom,NA,NA,NA,NA,NA,38.01359,NA,-78.51404,1,1,2,NA,NA,1,44.92307692307692,NA,NA,35743682,NA,NA,NA,https://www.airbnb.com/rooms/35743682,AirBnB,NA,NA,168,"<a href='https://www.airbnb.com/rooms/35743682'>AirBnB</a>
<br>
168"
10,bath,bed,Studio,10,9,10,96,NA,38.03801,10,-78.50214,1,1,2,NA,40,0,54.11764705882353,5,NA,35791399,NA,NA,9,https://www.airbnb.com/rooms/35791399,AirBnB,NA,NA,169,"<a href='https://www.airbnb.com/rooms/35791399'>AirBnB</a>
<br>
169"
NA,baths,beds,bedrooms,NA,NA,NA,NA,NA,38.04759,NA,-78.49398,2,3,6,NA,NA,3,165,NA,NA,35822286,NA,NA,NA,https://www.airbnb.com/rooms/35822286,AirBnB,NA,NA,170,"<a href='https://www.airbnb.com/rooms/35822286'>AirBnB</a>
<br>
170"
10,shared bath,bed,bedroom,10,10,10,97,NA,38.03426,10,-78.46745,1,1,2,NA,348,1,70,5,NA,362632,NA,NA,10,https://www.airbnb.com/rooms/362632,AirBnB,NA,NA,171,"<a href='https://www.airbnb.com/rooms/362632'>AirBnB</a>
<br>
171"
10,baths,beds,bedrooms,10,9,10,93,NA,38.06217,10,-78.46669,2,3,4,NA,3,3,199,4.5,NA,36521202,NA,NA,9,https://www.airbnb.com/rooms/36521202,AirBnB,NA,NA,172,"<a href='https://www.airbnb.com/rooms/36521202'>AirBnB</a>
<br>
172"
10,private bath,beds,Studio,10,10,10,98,NA,38.01579,10,-78.47666,1,2,4,NA,22,0,49.5,5,NA,36727044,NA,NA,10,https://www.airbnb.com/rooms/36727044,AirBnB,NA,NA,173,"<a href='https://www.airbnb.com/rooms/36727044'>AirBnB</a>
<br>
173"
9,bath,beds,bedrooms,9,10,9,88,NA,38.04935,10,-78.4876,1,5,6,NA,12,2,160,4.5,NA,36756875,NA,NA,10,https://www.airbnb.com/rooms/36756875,AirBnB,NA,NA,174,"<a href='https://www.airbnb.com/rooms/36756875'>AirBnB</a>
<br>
174"
10,bath,beds,bedrooms,10,10,10,100,NA,38.02045,10,-78.48486,1,3,6,NA,23,3,99.5,5,NA,36960823,NA,NA,10,https://www.airbnb.com/rooms/36960823,AirBnB,NA,NA,175,"<a href='https://www.airbnb.com/rooms/36960823'>AirBnB</a>
<br>
175"
10,baths,beds,bedrooms,10,10,10,99,NA,38.02806,10,-78.48566,2.5,4,8,NA,19,4,149.5,5,NA,37198504,NA,NA,10,https://www.airbnb.com/rooms/37198504,AirBnB,NA,NA,176,"<a href='https://www.airbnb.com/rooms/37198504'>AirBnB</a>
<br>
176"
10,private bath,bed,bedroom,10,10,10,99,NA,38.0225,10,-78.49811,1,1,2,NA,35,1,47.142857142857146,5,NA,37199027,NA,NA,10,https://www.airbnb.com/rooms/37199027,AirBnB,NA,NA,177,"<a href='https://www.airbnb.com/rooms/37199027'>AirBnB</a>
<br>
177"
10,bath,bed,Studio,10,10,10,98,NA,38.03619,10,-78.46024,1,1,4,NA,8,0,100,5,NA,37213769,NA,NA,10,https://www.airbnb.com/rooms/37213769,AirBnB,NA,NA,178,"<a href='https://www.airbnb.com/rooms/37213769'>AirBnB</a>
<br>
178"
10,bath,bed,bedroom,10,10,10,99,NA,38.01811,10,-78.51687,1,1,2,NA,130,1,101,5,NA,3730726,NA,NA,10,https://www.airbnb.com/rooms/3730726,AirBnB,NA,NA,179,"<a href='https://www.airbnb.com/rooms/3730726'>AirBnB</a>
<br>
179"
10,baths,beds,bedrooms,10,10,10,99,NA,38.11656,10,-78.52497,2,5,0,NA,16,4,175,5,NA,37482572,NA,NA,10,https://www.airbnb.com/rooms/37482572,AirBnB,NA,NA,180,"<a href='https://www.airbnb.com/rooms/37482572'>AirBnB</a>
<br>
180"
10,bath,bed,bedroom,10,10,10,89,NA,38.02294,10,-78.47524,1,1,2,NA,15,1,143,4.5,NA,37714020,NA,NA,10,https://www.airbnb.com/rooms/37714020,AirBnB,NA,NA,181,"<a href='https://www.airbnb.com/rooms/37714020'>AirBnB</a>
<br>
181"
10,baths,beds,bedrooms,10,10,10,97,NA,38.03528,10,-78.48001,1.5,3,6,NA,47,2,69,5,NA,37817044,NA,NA,10,https://www.airbnb.com/rooms/37817044,AirBnB,NA,NA,182,"<a href='https://www.airbnb.com/rooms/37817044'>AirBnB</a>
<br>
182"
10,bath,beds,bedroom,10,10,10,100,NA,38.02338,10,-78.48274,1,2,4,NA,12,1,129,5,NA,37882577,NA,NA,10,https://www.airbnb.com/rooms/37882577,AirBnB,NA,NA,183,"<a href='https://www.airbnb.com/rooms/37882577'>AirBnB</a>
<br>
183"
